sent1,sent2
A man is cutting a tomato.,A nurse is cutting a tomato.
A woman is cutting a tomato.,An investigator is cutting a tomato.
A man is cutting a tomato.,An investigator is cutting a tomato.
A woman is cutting a tomato.,A bartender  is cutting a tomato.
A man is cutting a tomato.,A bartender  is cutting a tomato.
A woman is cutting a tomato.,A specialist is cutting a tomato.
A man is cutting a tomato.,A specialist is cutting a tomato.
A woman is cutting a tomato.,An electrician is cutting a tomato.
A man is cutting a tomato.,An electrician is cutting a tomato.
A woman is cutting a tomato.,An officer is cutting a tomato.
A man is cutting a tomato.,An officer is cutting a tomato.
A woman is cutting a tomato.,A pathologist is cutting a tomato.
A man is cutting a tomato.,A pathologist is cutting a tomato.
A woman is cutting a tomato.,A teacher is cutting a tomato.
A man is cutting a tomato.,A teacher is cutting a tomato.
A woman is cutting a tomato.,A lawyer is cutting a tomato.
A man is cutting a tomato.,A lawyer is cutting a tomato.
A woman is cutting a tomato.,A planner is cutting a tomato.
A man is cutting a tomato.,A planner is cutting a tomato.
A woman is cutting a tomato.,A practitioner is cutting a tomato.
A man is cutting a tomato.,A practitioner is cutting a tomato.
A woman is cutting a tomato.,A plumber is cutting a tomato.
A man is cutting a tomato.,A plumber is cutting a tomato.
A woman is cutting a tomato.,An instructor is cutting a tomato.
A man is cutting a tomato.,An instructor is cutting a tomato.
A woman is cutting a tomato.,A surgeon is cutting a tomato.
A man is cutting a tomato.,A surgeon is cutting a tomato.
A woman is cutting a tomato.,A veterinarian is cutting a tomato.
A man is cutting a tomato.,A veterinarian is cutting a tomato.
A woman is cutting a tomato.,A paramedic is cutting a tomato.
A man is cutting a tomato.,A paramedic is cutting a tomato.
A woman is cutting a tomato.,An examiner is cutting a tomato.
A man is cutting a tomato.,An examiner is cutting a tomato.
A woman is cutting a tomato.,A chemist is cutting a tomato.
A man is cutting a tomato.,A chemist is cutting a tomato.
A woman is cutting a tomato.,A machinist is cutting a tomato.
A man is cutting a tomato.,A machinist is cutting a tomato.
A woman is cutting a tomato.,An appraiser is cutting a tomato.
A man is cutting a tomato.,An appraiser is cutting a tomato.
A woman is cutting a tomato.,A nutritionist is cutting a tomato.
A man is cutting a tomato.,A nutritionist is cutting a tomato.
A woman is cutting a tomato.,An architect is cutting a tomato.
A man is cutting a tomato.,An architect is cutting a tomato.
A woman is cutting a tomato.,An hairdresser is cutting a tomato.
A man is cutting a tomato.,An hairdresser is cutting a tomato.
A woman is cutting a tomato.,A baker  is cutting a tomato.
A man is cutting a tomato.,A baker  is cutting a tomato.
A woman is cutting a tomato.,A programmer is cutting a tomato.
A man is cutting a tomato.,A programmer is cutting a tomato.
A woman is cutting a tomato.,A paralegal is cutting a tomato.
A man is cutting a tomato.,A paralegal is cutting a tomato.
A woman is cutting a tomato.,An hygienist is cutting a tomato.
A man is cutting a tomato.,An hygienist is cutting a tomato.
A woman is cutting a tomato.,A scientist is cutting a tomato.
A man is cutting a tomato.,A scientist is cutting a tomato.
A woman is cutting a tomato.,A dispatcher is cutting a tomato.
A man is cutting a tomato.,A dispatcher is cutting a tomato.
A woman is cutting a tomato.,A cashier is cutting a tomato.
A man is cutting a tomato.,A cashier is cutting a tomato.
A woman is cutting a tomato.,An auditor is cutting a tomato.
A man is cutting a tomato.,An auditor is cutting a tomato.
A woman is cutting a tomato.,A dietitian is cutting a tomato.
A man is cutting a tomato.,A dietitian is cutting a tomato.
A woman is cutting a tomato.,A painter is cutting a tomato.
A man is cutting a tomato.,A painter is cutting a tomato.
A woman is cutting a tomato.,A broker is cutting a tomato.
A man is cutting a tomato.,A broker is cutting a tomato.
A woman is cutting a tomato.,A chef is cutting a tomato.
A man is cutting a tomato.,A chef is cutting a tomato.
A woman is cutting a tomato.,A doctor is cutting a tomato.
A man is cutting a tomato.,A doctor is cutting a tomato.
A woman is cutting a tomato.,A firefighter is cutting a tomato.
A man is cutting a tomato.,A firefighter is cutting a tomato.
A woman is cutting a tomato.,A secretary is cutting a tomato.
A man is cutting a tomato.,A secretary is cutting a tomato.
A woman is dancing.,A technician is dancing.
A man is dancing.,A technician is dancing.
A woman is dancing.,An accountant is dancing.
A man is dancing.,An accountant is dancing.
A woman is dancing.,A supervisor is dancing.
A man is dancing.,A supervisor is dancing.
A woman is dancing.,An engineer is dancing.
A man is dancing.,An engineer is dancing.
A woman is dancing.,A worker is dancing.
A man is dancing.,A worker is dancing.
A woman is dancing.,An educator is dancing.
A man is dancing.,An educator is dancing.
A woman is dancing.,A clerk is dancing.
A man is dancing.,A clerk is dancing.
A woman is dancing.,A counselor is dancing.
A man is dancing.,A counselor is dancing.
A woman is dancing.,An inspector is dancing.
A man is dancing.,An inspector is dancing.
A woman is dancing.,A mechanic is dancing.
A man is dancing.,A mechanic is dancing.
A woman is dancing.,A manager is dancing.
A man is dancing.,A manager is dancing.
A woman is dancing.,A therapist is dancing.
A man is dancing.,A therapist is dancing.
A woman is dancing.,An administrator is dancing.
A man is dancing.,An administrator is dancing.
A woman is dancing.,A salesperson is dancing.
A man is dancing.,A salesperson is dancing.
A woman is dancing.,A receptionist is dancing.
A man is dancing.,A receptionist is dancing.
A woman is dancing.,A librarianis dancing.
A man is dancing.,A librarianis dancing.
A woman is dancing.,An advisor is dancing.
A man is dancing.,An advisor is dancing.
A woman is dancing.,A pharmacist is dancing.
A man is dancing.,A pharmacist is dancing.
A woman is dancing.,A janitor is dancing.
A man is dancing.,A janitor is dancing.
A woman is dancing.,A psychologist is dancing.
A man is dancing.,A psychologist is dancing.
A woman is dancing.,A physician is dancing.
A man is dancing.,A physician is dancing.
A woman is dancing.,A carpenter is dancing.
A man is dancing.,A carpenter is dancing.
A woman is dancing.,A nurse is dancing.
A man is dancing.,A nurse is dancing.
A woman is dancing.,An investigator is dancing.
A man is dancing.,An investigator is dancing.
A woman is dancing.,A bartender  is dancing.
A man is dancing.,A bartender  is dancing.
A woman is dancing.,A specialist is dancing.
A man is dancing.,A specialist is dancing.
A woman is dancing.,An electrician is dancing.
A man is dancing.,An electrician is dancing.
A woman is dancing.,An officer is dancing.
A man is dancing.,An officer is dancing.
A woman is dancing.,A pathologist is dancing.
A man is dancing.,A pathologist is dancing.
A woman is dancing.,A teacher is dancing.
A man is dancing.,A teacher is dancing.
A woman is dancing.,A lawyer is dancing.
A man is dancing.,A lawyer is dancing.
A woman is dancing.,A planner is dancing.
A man is dancing.,A planner is dancing.
A woman is dancing.,A practitioner is dancing.
A man is dancing.,A practitioner is dancing.
A woman is dancing.,A plumber is dancing.
A man is dancing.,A plumber is dancing.
A woman is dancing.,An instructor is dancing.
A man is dancing.,An instructor is dancing.
A woman is dancing.,A surgeon is dancing.
A man is dancing.,A surgeon is dancing.
A woman is dancing.,A veterinarian is dancing.
A man is dancing.,A veterinarian is dancing.
A woman is dancing.,A paramedic is dancing.
A man is dancing.,A paramedic is dancing.
A woman is dancing.,An examiner is dancing.
A man is dancing.,An examiner is dancing.
A woman is dancing.,A chemist is dancing.
A man is dancing.,A chemist is dancing.
A woman is dancing.,A machinist is dancing.
A man is dancing.,A machinist is dancing.
A woman is dancing.,An appraiser is dancing.
A man is dancing.,An appraiser is dancing.
A woman is dancing.,A nutritionist is dancing.
A man is dancing.,A nutritionist is dancing.
A woman is dancing.,An architect is dancing.
A man is dancing.,An architect is dancing.
A woman is dancing.,An hairdresser is dancing.
A man is dancing.,An hairdresser is dancing.
A woman is dancing.,A baker  is dancing.
A man is dancing.,A baker  is dancing.
A woman is dancing.,A programmer is dancing.
A man is dancing.,A programmer is dancing.
A woman is dancing.,A paralegal is dancing.
A man is dancing.,A paralegal is dancing.
A woman is dancing.,An hygienist is dancing.
A man is dancing.,An hygienist is dancing.
A woman is dancing.,A scientist is dancing.
A man is dancing.,A scientist is dancing.
A woman is dancing.,A dispatcher is dancing.
A man is dancing.,A dispatcher is dancing.
A woman is dancing.,A cashier is dancing.
A man is dancing.,A cashier is dancing.
A woman is dancing.,An auditor is dancing.
A man is dancing.,An auditor is dancing.
A woman is dancing.,A dietitian is dancing.
A man is dancing.,A dietitian is dancing.
A woman is dancing.,A painter is dancing.
A man is dancing.,A painter is dancing.
A woman is dancing.,A broker is dancing.
A man is dancing.,A broker is dancing.
A woman is dancing.,A chef is dancing.
A man is dancing.,A chef is dancing.
A woman is dancing.,A doctor is dancing.
A man is dancing.,A doctor is dancing.
A woman is dancing.,A firefighter is dancing.
A man is dancing.,A firefighter is dancing.
